,day,time,room
3434,We,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3435,We,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3436,Tu,03:00PM - 04:20PM,"Rm 2502, Lift 25-26 (120)"
3437,Th,03:00PM - 04:20PM,"Rm 2502, Lift 25-26 (120)"
3438,Tu,03:00PM - 04:20PM,"Rm 2502, Lift 25-26 (120)"
3439,Th,03:00PM - 04:20PM,"Rm 2502, Lift 25-26 (120)"
3440,Tu,02:00PM - 02:50PM,"G009B, CYT Bldg (70)"
3441,Tu,12:00PM - 01:20PM,"Rm 1410, Lift 25-26 (60)"
3442,Th,12:00PM - 01:20PM,"Rm 1410, Lift 25-26 (60)"
3443,Tu,12:00PM - 01:20PM,"Rm 1410, Lift 25-26 (60)"
3444,Th,12:00PM - 01:20PM,"Rm 1410, Lift 25-26 (60)"
3445,Tu,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3446,Th,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3447,Tu,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3448,Th,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3449,Tu,01:30PM - 02:20PM,"Rm 6602, Lift 31-32 (60)"
3450,Th,01:30PM - 02:50PM,TBA
3451,Tu,09:00AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3452,Th,10:30AM - 01:20PM,"Rm 5506, Lift 25-26 (30)"
3453,Tu,03:00PM - 05:50PM,"Rm 5560, Lift 27-28 (30)"
3454,Th,04:00PM - 06:50PM,"G002, CYT Bldg (30)"
3455,Mo,09:00AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3456,We,09:00AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3457,We,09:00AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3458,Mo,09:00AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3459,We,09:00AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3460,We,09:00AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3461,We,10:30AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3462,Fr,10:30AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3463,Fr,10:30AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3464,We,10:30AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3465,Fr,10:30AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3466,Fr,10:30AM - 11:50AM,"Rm 5506, Lift 25-26 (30)"
3467,Tu,06:30PM - 09:20PM,"Rm 5560, Lift 27-28 (30)"
3468,Tu,01:30PM - 02:50PM,"Rm 2463, Lift 25-26 (42)"
3469,Th,01:30PM - 02:50PM,"Rm 2463, Lift 25-26 (42)"
3470,Tu,01:30PM - 02:50PM,"Rm 2463, Lift 25-26 (42)"
3471,Th,01:30PM - 02:50PM,"Rm 2463, Lift 25-26 (42)"
3472,Tu,04:30PM - 05:50PM,"Rm 1104, Acad Concourse (120)"
3473,Th,04:30PM - 05:50PM,"Rm 1104, Acad Concourse (120)"
3474,Tu,04:30PM - 05:50PM,"Rm 1104, Acad Concourse (120)"
3475,Th,04:30PM - 05:50PM,"Rm 1104, Acad Concourse (120)"
3476,We,03:00PM - 04:20PM,"G009A, CYT Bldg (80)"
3477,Fr,03:00PM - 04:20PM,"G009A, CYT Bldg (80)"
3478,Fr,03:00PM - 04:20PM,"G009A, CYT Bldg (80)"
3479,We,03:00PM - 04:20PM,"G009A, CYT Bldg (80)"
3480,Fr,03:00PM - 04:20PM,"G009A, CYT Bldg (80)"
3481,Fr,03:00PM - 04:20PM,"G009A, CYT Bldg (80)"
3482,Tu,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3483,Th,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3484,Tu,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3485,Th,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3486,Mo,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3487,We,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3488,We,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3489,Mo,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3490,We,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3491,We,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3492,Mo,10:30AM - 11:50AM,"Rm 4620, Lift 31-32 (126)"
3493,We,10:30AM - 11:50AM,"Rm 4620, Lift 31-32 (126)"
3494,We,10:30AM - 11:50AM,"Rm 4620, Lift 31-32 (126)"
3495,Mo,10:30AM - 11:50AM,"Rm 4620, Lift 31-32 (126)"
3496,We,10:30AM - 11:50AM,"Rm 4620, Lift 31-32 (126)"
3497,We,10:30AM - 11:50AM,"Rm 4620, Lift 31-32 (126)"
3498,Tu,04:30PM - 05:50PM,"Rm 4620, Lift 31-32 (126)"
3499,Th,04:30PM - 05:50PM,"Rm 4620, Lift 31-32 (126)"
3500,Tu,04:30PM - 05:50PM,"Rm 4620, Lift 31-32 (126)"
3501,Th,04:30PM - 05:50PM,"Rm 4620, Lift 31-32 (126)"
3502,Tu,03:00PM - 04:20PM,"Rm 6591, Lift 31-32 (88)"
3503,Th,03:00PM - 04:20PM,"Rm 6591, Lift 31-32 (88)"
3504,Tu,03:00PM - 04:20PM,"Rm 6591, Lift 31-32 (88)"
3505,Th,03:00PM - 04:20PM,"Rm 6591, Lift 31-32 (88)"
3506,We,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3507,Fr,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3508,Fr,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3509,We,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3510,Fr,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3511,Fr,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3512,Th,06:00PM - 07:50PM,"Rm 4225C, Lift 23, 24"
3513,Tu,01:00PM - 02:50PM,"Rm 4225C, Lift 23, 24"
3514,Tu,06:00PM - 07:50PM,"Rm 4225C, Lift 23, 24"
3515,Mo,12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)"
3516,We,12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)"
3517,We,12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)"
3518,Mo,12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)"
3519,We,12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)"
3520,We,12:00PM - 01:20PM,"Rm 2302, Lift 17-18 (74)"
3521,Th,11:00AM - 11:50AM,"Rm 1410, Lift 25-26 (60)"
3522,Tu,01:30PM - 02:50PM,"G010, CYT Bldg (140)"
3523,Th,01:30PM - 02:50PM,"G010, CYT Bldg (140)"
3524,Tu,01:30PM - 02:50PM,"G010, CYT Bldg (140)"
3525,Th,01:30PM - 02:50PM,"G010, CYT Bldg (140)"
3526,Th,03:00PM - 03:50PM,"Rm 2136, Lift 22"
3527,We,01:30PM - 02:50PM,"Rm 1409, Lift 25-26 (60)"
3528,Fr,01:30PM - 02:50PM,"Rm 1409, Lift 25-26 (60)"
3529,Fr,01:30PM - 02:50PM,"Rm 1409, Lift 25-26 (60)"
3530,We,01:30PM - 02:50PM,"Rm 1409, Lift 25-26 (60)"
3531,Fr,01:30PM - 02:50PM,"Rm 1409, Lift 25-26 (60)"
3532,Fr,01:30PM - 02:50PM,"Rm 1409, Lift 25-26 (60)"
3533,Th,06:00PM - 06:50PM,"Rm 4504, Lift 25-26 (54)"
3534,Tu,09:00AM - 10:20AM,"Rm 2404, Lift 17-18 (81)"
3535,Th,09:00AM - 10:20AM,"Rm 2404, Lift 17-18 (81)"
3536,Tu,09:00AM - 10:20AM,"Rm 2404, Lift 17-18 (81)"
3537,Th,09:00AM - 10:20AM,"Rm 2404, Lift 17-18 (81)"
3538,Th,12:00PM - 12:50PM,"G009B, CYT Bldg (70)"
3539,Tu,12:00PM - 02:50PM,"Rm 2136, Lift 22"
3540,Th,09:00AM - 11:50AM,"Rm 2136, Lift 22"
3541,Tu,03:00PM - 04:20PM,Lecture Theater F (134)
3542,Tu,05:00PM - 07:50PM,"Rm 2136, Lift 22"
3543,Th,04:00PM - 06:50PM,"Rm 2136, Lift 22"
3544,Tu,09:00AM - 11:50AM,"Rm 2136, Lift 22"
3545,Tu,09:00AM - 10:20AM,"Rm 5560, Lift 27-28 (30)"
3546,Th,09:00AM - 10:20AM,"Rm 5560, Lift 27-28 (30)"
3547,Tu,09:00AM - 10:20AM,"Rm 5560, Lift 27-28 (30)"
3548,Th,09:00AM - 10:20AM,"Rm 5560, Lift 27-28 (30)"
3549,Th,04:00PM - 05:50PM,"Rm 4504, Lift 25-26 (54)"
3550,We,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3551,Fr,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3552,Fr,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3553,We,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3554,Fr,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3555,Fr,03:00PM - 04:20PM,"Rm 1410, Lift 25-26 (60)"
3556,Tu,10:30AM - 11:50AM,"Rm 4225C, Lift 23, 24"
3557,Tu,12:00PM - 01:20PM,"Rm 2406, Lift 17-18 (76)"
3558,Th,12:00PM - 01:20PM,"Rm 2406, Lift 17-18 (76)"
3559,Tu,12:00PM - 01:20PM,"Rm 2406, Lift 17-18 (76)"
3560,Th,12:00PM - 01:20PM,"Rm 2406, Lift 17-18 (76)"
3561,Tu,06:30PM - 09:20PM,"Rm 5562, Lift 27-28 (30)"
3562,Th,06:30PM - 09:20PM,"Rm 1511, Lift 27-28 (42)"
3563,Th,07:00PM - 09:50PM,"Rm 1104, Acad Concourse (120)"
3564,Tu,07:00PM - 09:50PM,"Rm 2503, Lift 25-26 (87)"
3565,Th,10:30AM - 01:20PM,"Rm 5562, Lift 27-28 (30)"
3566,Th,07:00PM - 09:50PM,"Rm 5562, Lift 27-28 (30)"
3567,Th,12:30PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3568,Tu,10:30AM - 11:20AM,"Rm 1034, LSK Bldg (80)"
3569,Tu,09:00AM - 10:20AM,"Rm 1007, LSK Bldg (80)"
3570,Th,09:00AM - 10:20AM,"Rm 1007, LSK Bldg (80)"
3571,Tu,09:00AM - 10:20AM,"Rm 1007, LSK Bldg (80)"
3572,Th,09:00AM - 10:20AM,"Rm 1007, LSK Bldg (80)"
3573,Tu,12:00PM - 01:20PM,"Rm 6573, Lift 29-30 (88)"
3574,Th,12:00PM - 01:20PM,"Rm 6573, Lift 29-30 (88)"
3575,Tu,12:00PM - 01:20PM,"Rm 6573, Lift 29-30 (88)"
3576,Th,12:00PM - 01:20PM,"Rm 6573, Lift 29-30 (88)"
3577,Tu,04:30PM - 05:50PM,"Rm 1007, LSK Bldg (80)"
3578,Th,04:30PM - 05:50PM,"Rm 1007, LSK Bldg (80)"
3579,Tu,04:30PM - 05:50PM,"Rm 1007, LSK Bldg (80)"
3580,Th,04:30PM - 05:50PM,"Rm 1007, LSK Bldg (80)"
3581,Mo,10:30AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3582,We,10:30AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3583,We,10:30AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3584,Mo,10:30AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3585,We,10:30AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3586,We,10:30AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3587,Mo,12:00PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3588,We,12:00PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3589,We,12:00PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3590,Mo,12:00PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3591,We,12:00PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3592,We,12:00PM - 01:20PM,"Rm 1014, LSK Bldg (80)"
3593,Mo,09:00AM - 10:20AM,"Rm 1014, LSK Bldg (80)"
3594,We,09:00AM - 10:20AM,"Rm 1014, LSK Bldg (80)"
3595,We,09:00AM - 10:20AM,"Rm 1014, LSK Bldg (80)"
3596,Mo,09:00AM - 10:20AM,"Rm 1014, LSK Bldg (80)"
3597,We,09:00AM - 10:20AM,"Rm 1014, LSK Bldg (80)"
3598,We,09:00AM - 10:20AM,"Rm 1014, LSK Bldg (80)"
3599,Tu,01:30PM - 02:50PM,"Rm 1009, LSK Bldg (80)"
3600,Th,01:30PM - 02:50PM,"Rm 1009, LSK Bldg (80)"
3601,Tu,01:30PM - 02:50PM,"Rm 1009, LSK Bldg (80)"
3602,Th,01:30PM - 02:50PM,"Rm 1009, LSK Bldg (80)"
3603,We,03:00PM - 04:20PM,"Rm 1011, LSK Bldg (80)"
3604,Fr,03:00PM - 04:20PM,"Rm 1011, LSK Bldg (80)"
3605,Fr,03:00PM - 04:20PM,"Rm 1011, LSK Bldg (80)"
3606,We,03:00PM - 04:20PM,"Rm 1011, LSK Bldg (80)"
3607,Fr,03:00PM - 04:20PM,"Rm 1011, LSK Bldg (80)"
3608,Fr,03:00PM - 04:20PM,"Rm 1011, LSK Bldg (80)"
3609,Th,11:00AM - 12:50PM,"G009A, CYT Bldg (80)"
3610,Th,04:00PM - 05:50PM,"G009B, CYT Bldg (70)"
3611,Th,02:00PM - 03:50PM,"G009B, CYT Bldg (70)"
3612,Th,09:00AM - 10:50AM,"G009A, CYT Bldg (80)"
3613,We,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
3614,Fr,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
3615,Fr,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
3616,We,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
3617,Fr,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
3618,Fr,04:30PM - 05:50PM,"Rm 1011, LSK Bldg (80)"
3619,Tu,04:30PM - 05:50PM,"Rm 6591, Lift 31-32 (88)"
3620,Th,04:30PM - 05:50PM,"Rm 6591, Lift 31-32 (88)"
3621,Tu,04:30PM - 05:50PM,"Rm 6591, Lift 31-32 (88)"
3622,Th,04:30PM - 05:50PM,"Rm 6591, Lift 31-32 (88)"
3623,We,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3624,Fr,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3625,Fr,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3626,We,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3627,Fr,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3628,Fr,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3629,We,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3630,Fr,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3631,Fr,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3632,We,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3633,Fr,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3634,Fr,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3635,We,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3636,Fr,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3637,Fr,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3638,We,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3639,Fr,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3640,Fr,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3641,Mo,12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)"
3642,We,12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)"
3643,We,12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)"
3644,Mo,12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)"
3645,We,12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)"
3646,We,12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)"
3647,Mo,12:00PM - 01:20PM,"Rm 1009, LSK Bldg (80)"
3648,We,12:00PM - 01:20PM,"Rm 1009, LSK Bldg (80)"
3649,We,12:00PM - 01:20PM,"Rm 1009, LSK Bldg (80)"
3650,Mo,12:00PM - 01:20PM,"Rm 1009, LSK Bldg (80)"
3651,We,12:00PM - 01:20PM,"Rm 1009, LSK Bldg (80)"
3652,We,12:00PM - 01:20PM,"Rm 1009, LSK Bldg (80)"
3653,Tu,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3654,Th,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3655,Tu,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3656,Th,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3657,Tu,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3658,Th,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3659,Tu,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3660,Th,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3661,Tu,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3662,Th,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3663,Tu,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3664,Th,01:30PM - 02:50PM,"Rm 1001, LSK Bldg (70)"
3665,Mo,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3666,We,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3667,We,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3668,Mo,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3669,We,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3670,We,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3671,Mo,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3672,We,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3673,We,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3674,Mo,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3675,We,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3676,We,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3677,Mo,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3678,We,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3679,We,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3680,Mo,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3681,We,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3682,We,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3683,Tu,01:30PM - 04:20PM,"Rm 1409, Lift 25-26 (60)"
3684,Tu,09:00AM - 11:50AM,"Rm 1014, LSK Bldg (80)"
3685,Tu,02:00PM - 05:20PM,"Rm 2003, LSK Bldg"
3686,Th,09:30AM - 12:50PM,"Rm 2001, LSK Bldg"
3687,Th,07:00PM - 10:20PM,TBA
3688,Tu,02:00PM - 04:50PM,"Rm 5047, LSK Bldg"
3689,Th,03:00PM - 05:50PM,"Rm 4582, Lift 27-28 (66)"
3690,Th,10:30AM - 01:20PM,"Rm 1033, LSK Bldg (50)"
3691,Tu,03:00PM - 05:50PM,"Rm 2610, Lift 31-32 (26)"
3692,Tu,10:30AM - 01:20PM,"Rm 5562, Lift 27-28 (30)"
3693,Tu,10:30AM - 01:20PM,"Rm 5560, Lift 27-28 (30)"
3694,Tu,09:30AM - 12:50PM,"G003, LSK Bldg (70)"
3695,Tu,07:30PM - 10:20PM,"Rm 2465, Lift 25-26 (122)"
3696,Tu,07:30PM - 10:20PM,"Rm 2464, Lift 25-26 (122)"
3697,Th,07:30PM - 10:20PM,"Rm 2304, Lift 17-18 (76)"
3698,Th,07:30PM - 10:20PM,Lecture Theater K (106)
3699,Mo,10:30AM - 11:50AM,"Rm 2302, Lift 17-18 (74)"
3700,We,10:30AM - 11:50AM,"Rm 2302, Lift 17-18 (74)"
3701,We,10:30AM - 11:50AM,"Rm 2302, Lift 17-18 (74)"
3702,Mo,10:30AM - 11:50AM,"Rm 2302, Lift 17-18 (74)"
3703,We,10:30AM - 11:50AM,"Rm 2302, Lift 17-18 (74)"
3704,We,10:30AM - 11:50AM,"Rm 2302, Lift 17-18 (74)"
3705,Th,06:30PM - 09:20PM,"Rm 1511, Lift 27-28 (42)"
3706,We,04:30PM - 05:50PM,Lecture Theater D (216)
3707,Fr,04:30PM - 05:50PM,Lecture Theater D (216)
3708,Fr,04:30PM - 05:50PM,Lecture Theater D (216)
3709,We,04:30PM - 05:50PM,Lecture Theater D (216)
3710,Fr,04:30PM - 05:50PM,Lecture Theater D (216)
3711,Fr,04:30PM - 05:50PM,Lecture Theater D (216)
3712,Tu,05:30PM - 08:20PM,"Rm 1410, Lift 25-26 (60)"
3713,Mo,09:00AM - 10:20AM,Lecture Theater B (319)
3714,We,09:00AM - 10:20AM,Lecture Theater B (319)
3715,We,09:00AM - 10:20AM,Lecture Theater B (319)
3716,Mo,09:00AM - 10:20AM,Lecture Theater B (319)
3717,We,09:00AM - 10:20AM,Lecture Theater B (319)
3718,We,09:00AM - 10:20AM,Lecture Theater B (319)
3719,Th,06:00PM - 06:50PM,"Rm 1014, LSK Bldg (80)"
3720,Th,06:00PM - 06:50PM,"Rm 1009, LSK Bldg (80)"
3721,Th,03:30PM - 04:20PM,"G009A, CYT Bldg (80)"
3722,Th,03:30PM - 04:20PM,"Rm 2304, Lift 17-18 (76)"
3723,Tu,10:30AM - 11:50AM,Lecture Theater B (319)
3724,Th,10:30AM - 11:50AM,Lecture Theater B (319)
3725,Tu,10:30AM - 11:50AM,Lecture Theater B (319)
3726,Th,10:30AM - 11:50AM,Lecture Theater B (319)
3727,Tu,04:30PM - 05:50PM,Lecture Theater D (216)
3728,Th,04:30PM - 05:50PM,Lecture Theater D (216)
3729,Tu,04:30PM - 05:50PM,Lecture Theater D (216)
3730,Th,04:30PM - 05:50PM,Lecture Theater D (216)
3731,Tu,09:00AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
3732,Th,09:00AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
3733,Tu,09:00AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
3734,Th,09:00AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
3735,Tu,10:30AM - 11:50AM,"Rm 2464, Lift 25-26 (122)"
3736,Th,10:30AM - 11:50AM,"Rm 2464, Lift 25-26 (122)"
3737,Tu,10:30AM - 11:50AM,"Rm 2464, Lift 25-26 (122)"
3738,Th,10:30AM - 11:50AM,"Rm 2464, Lift 25-26 (122)"
3739,Mo,09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)"
3740,We,09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)"
3741,We,09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)"
3742,Mo,09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)"
3743,We,09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)"
3744,We,09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)"
3745,Tu,12:30PM - 01:20PM,"Rm 4582, Lift 27-28 (66)"
3746,Th,03:30PM - 04:20PM,"Rm 5620, Lift 31-32 (70)"
3747,Tu,03:30PM - 04:20PM,"Rm 5620, Lift 31-32 (70)"
3748,Th,12:00PM - 12:50PM,"Rm 4582, Lift 27-28 (66)"
3749,Tu,06:00PM - 06:50PM,"Rm 4582, Lift 27-28 (66)"
3750,Th,04:30PM - 05:20PM,"Rm 5620, Lift 31-32 (70)"
3751,Th,06:00PM - 06:50PM,"Rm 5620, Lift 31-32 (70)"
3752,Th,09:30AM - 10:20AM,"Rm 5506, Lift 25-26 (30)"
3753,Th,10:30AM - 12:20PM,Rm 6140
3754,We,01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)"
3755,Fr,01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)"
3756,Fr,01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)"
3757,We,01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)"
3758,Fr,01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)"
3759,Fr,01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)"
3760,Mo,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3761,We,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3762,We,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3763,Mo,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3764,We,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3765,We,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3766,Tu,12:00PM - 12:50PM,"Rm 4504, Lift 25-26 (54)"
3767,Th,12:30PM - 01:20PM,"Rm 6602, Lift 31-32 (60)"
3768,Tu,01:00PM - 01:50PM,"Rm 4504, Lift 25-26 (54)"
3769,Tu,04:30PM - 05:20PM,"Rm 6602, Lift 31-32 (60)"
3770,Tu,06:00PM - 06:50PM,"Rm 1104, Acad Concourse (120)"
3771,Tu,10:30AM - 12:20PM,"Rm 6137, Lift 19, 22"
3772,Tu,03:30PM - 05:20PM,"Rm 6137, Lift 19, 22"
3773,Tu,01:30PM - 02:50PM,"Rm 1410, Lift 25-26 (60)"
3774,Th,01:30PM - 02:50PM,"Rm 1410, Lift 25-26 (60)"
3775,Tu,01:30PM - 02:50PM,"Rm 1410, Lift 25-26 (60)"
3776,Th,01:30PM - 02:50PM,"Rm 1410, Lift 25-26 (60)"
3777,Th,06:00PM - 06:50PM,"Rm 4502, Lift 25-26 (60)"
3778,Tu,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
3779,Th,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
3780,Tu,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
3781,Th,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
3782,Tu,03:00PM - 03:50PM,"Rm 2126D, Lift 19 (34)"
3783,Tu,01:30PM - 02:20PM,"Rm 2126D, Lift 19 (34)"
3784,Mo,12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)"
3785,We,12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)"
3786,We,12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)"
3787,Mo,12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)"
3788,We,12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)"
3789,We,12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)"
3790,Th,07:00PM - 07:50PM,"Rm 4504, Lift 25-26 (54)"
3791,We,03:00PM - 04:20PM,"Rm 2407, Lift 17-18 (126)"
3792,Fr,03:00PM - 04:20PM,"Rm 2407, Lift 17-18 (126)"
3793,Fr,03:00PM - 04:20PM,"Rm 2407, Lift 17-18 (126)"
3794,We,03:00PM - 04:20PM,"Rm 2407, Lift 17-18 (126)"
